customer_age,tenure_months,monthly_charge,total_charges,avg_monthly_usage_gb,num_products,has_streaming,has_security_pack,support_tickets,late_payments,contract_type,payment_method,internet_service,region,is_promo
21,18,75.18699999999998,996.16,127.37,3,1,0,1,2,mensual,transferencia,ninguno,centro,0
35,45,73.508,3248.02,188.68,1,1,0,5,1,anual,transferencia,cable,centro,0
53,69,53.81999999999999,3298.88,108.38,1,1,0,2,1,anual,debito,fibra,sur,0
68,32,75.50899999999999,2197.4,134.88,4,0,0,2,1,mensual,efectivo,fibra,norte,1
60,24,110.07799999999999,2291.02,131.21,3,0,1,1,1,mensual,debito,movil,sur,1
44,2,59.4205,84.77,5.0,1,1,1,3,2,mensual,transferencia,cable,sur,1
43,52,117.61049999999999,5371.47,111.0,1,1,0,4,2,mensual,credito,fibra,sur,0
75,10,60.397999999999996,597.75,60.77,2,1,0,5,2,anual,credito,fibra,oeste,1
38,56,96.255,4941.83,98.7,2,1,1,1,2,mensual,transferencia,cable,norte,0
32,65,76.85449999999999,4498.41,80.44,2,0,0,2,1,mensual,credito,movil,centro,1
69,12,57.84499999999999,550.24,81.13,1,1,1,2,1,mensual,credito,fibra,oeste,1
59,32,60.50149999999999,1777.66,93.03,3,0,0,4,1,anual,efectivo,cable,oeste,0
40,55,99.199,4787.35,94.16,1,1,1,3,3,bianual,credito,fibra,centro,0
61,65,100.7285,6004.66,148.29,3,1,1,2,1,mensual,debito,fibra,sur,0
56,63,81.76499999999999,4536.43,107.46,3,1,1,2,2,anual,credito,fibra,norte,1
52,24,73.72649999999999,1605.52,115.27,2,0,0,3,3,mensual,debito,fibra,centro,1
19,15,71.42649999999999,964.74,184.04,3,0,0,3,2,anual,credito,fibra,sur,1
77,11,86.5145,729.84,102.71,2,1,0,2,2,mensual,credito,fibra,centro,1
54,25,36.31699999999999,876.92,96.0,3,1,1,2,2,mensual,debito,movil,sur,0
41,55,98.07199999999999,4640.74,94.83,3,1,1,3,2,anual,transferencia,fibra,oeste,1
54,58,55.418499999999995,2814.81,73.35,4,1,1,1,1,bianual,debito,movil,centro,0
28,10,62.629,794.45,117.95,4,1,1,4,1,anual,debito,cable,sur,0
50,37,58.3855,1939.24,109.47,4,1,0,2,1,anual,debito,fibra,centro,0
67,7,108.192,834.16,225.33,4,1,1,4,2,bianual,credito,fibra,norte,1
45,18,100.93549999999999,1936.2,151.8,3,1,1,1,1,mensual,debito,movil,oeste,0
62,67,75.0835,4380.44,128.71,4,1,1,1,1,mensual,efectivo,fibra,sur,1
30,41,60.55899999999999,2113.93,161.55,1,1,1,2,1,mensual,efectivo,fibra,centro,1
67,39,85.8475,2937.52,115.52,1,1,0,3,1,mensual,debito,movil,centro,1
54,29,67.3325,1603.12,122.65,4,1,0,4,2,bianual,credito,cable,oeste,0
61,16,101.3725,1312.36,153.69,1,1,1,3,1,mensual,debito,ninguno,oeste,1
52,21,71.8175,1365.15,142.87,3,1,1,2,2,mensual,credito,movil,norte,1
67,12,44.436,473.45,57.38,2,1,1,2,2,mensual,debito,fibra,centro,0
23,46,98.5205,3906.3,156.55,3,1,1,2,1,mensual,transferencia,fibra,centro,1
60,42,84.7895,3174.57,66.73,2,1,1,3,1,mensual,credito,fibra,oeste,0
57,62,57.534499999999994,2948.77,163.58,2,0,1,4,2,mensual,debito,fibra,norte,1
50,54,95.0015,4432.45,106.74,2,1,0,4,2,bianual,credito,cable,centro,0
37,39,68.64349999999999,2415.8,78.01,1,1,0,2,1,anual,credito,fibra,centro,1
74,38,69.29899999999999,2314.59,93.53,2,0,0,5,3,anual,efectivo,fibra,norte,0
29,33,96.577,2738.08,79.84,1,1,1,2,1,anual,transferencia,cable,sur,0
43,69,18.054999999999996,1211.31,105.02,4,0,0,3,1,mensual,credito,fibra,norte,0
40,70,59.248,3608.72,140.02,2,1,1,4,2,bianual,transferencia,fibra,norte,0
26,12,108.95099999999998,1282.01,91.43,1,1,1,5,1,mensual,credito,cable,norte,0
20,15,17.25,167.22,65.74,2,1,1,3,1,mensual,transferencia,fibra,sur,1
27,62,61.202999999999996,3360.8,106.7,2,1,0,2,1,mensual,debito,fibra,centro,0
65,13,96.761,1142.85,116.57,4,0,1,4,2,mensual,debito,ninguno,centro,0
25,27,68.5975,1514.86,215.72,3,1,1,3,4,bianual,debito,fibra,oeste,0
20,58,82.92649999999999,4269.73,132.8,4,1,1,6,1,anual,debito,cable,sur,0
58,68,63.399499999999996,3622.6,68.69,3,1,1,4,2,mensual,credito,movil,centro,1
42,39,63.94,2197.39,5.0,4,1,0,2,1,mensual,efectivo,fibra,norte,0
39,9,26.2775,349.77,112.23,2,1,1,2,1,mensual,efectivo,movil,sur,0
58,17,36.006499999999996,625.0,140.53,2,0,1,4,2,anual,debito,movil,sur,0
49,71,100.9585,6190.49,146.74,1,0,1,2,2,anual,debito,ninguno,centro,1
20,14,82.14450000000001,874.48,99.78,1,1,0,1,1,bianual,transferencia,cable,oeste,1
54,41,78.982,2938.56,194.32,3,0,0,1,1,mensual,transferencia,cable,norte,0
67,38,59.06399999999999,1958.17,179.79,2,1,0,1,2,mensual,debito,cable,oeste,0
66,27,68.678,1760.72,146.81,2,1,1,4,2,mensual,efectivo,cable,sur,0
28,20,61.93899999999999,1016.92,29.92,1,1,1,3,2,bianual,credito,cable,norte,1
76,52,48.84049999999999,1967.7,46.99,1,1,0,3,1,mensual,credito,fibra,sur,0
25,55,71.392,3425.9,132.46,3,1,0,1,1,anual,debito,cable,centro,0
20,27,92.207,2202.26,187.88,2,1,1,6,1,anual,debito,fibra,centro,1
28,49,88.872,3769.64,190.22,2,1,1,2,2,mensual,debito,ninguno,centro,1
75,45,48.80599999999999,1897.69,174.98,4,1,1,3,1,mensual,debito,fibra,norte,0
72,53,62.145999999999994,2972.35,93.43,4,1,1,4,2,mensual,transferencia,cable,oeste,0
52,71,24.2765,1466.87,94.25,3,0,0,3,1,mensual,credito,movil,centro,0
48,23,78.10799999999999,1777.26,127.15,2,1,0,4,2,mensual,credito,fibra,sur,0
53,70,113.827,6890.66,128.96,3,1,0,3,1,anual,efectivo,cable,norte,1
21,57,103.707,5275.89,144.33,4,1,0,2,1,anual,debito,ninguno,sur,1
19,51,68.96549999999999,3119.64,33.13,1,1,1,3,1,mensual,debito,movil,centro,1
21,72,36.409,2095.22,84.18,2,0,0,3,2,mensual,debito,fibra,centro,0
67,58,79.0855,3809.07,105.26,2,1,0,2,3,anual,debito,fibra,norte,0
65,56,112.52749999999999,5457.12,71.81,3,1,0,1,2,mensual,credito,cable,centro,1
29,25,46.7245,1068.96,148.83,3,1,1,4,1,mensual,debito,fibra,centro,0
76,37,94.16199999999999,3139.38,63.4,4,1,1,1,1,mensual,transferencia,movil,norte,1
26,44,103.21249999999999,4071.27,108.53,2,1,1,2,1,mensual,transferencia,cable,centro,0
21,46,67.35549999999999,2654.61,158.45,4,1,0,2,1,anual,transferencia,cable,centro,1
29,47,107.89299999999999,4229.31,97.1,1,1,1,3,1,mensual,debito,fibra,centro,0
75,44,63.698499999999996,2247.36,163.16,3,1,1,2,2,mensual,transferencia,fibra,oeste,0
37,44,83.9845,3312.44,149.28,3,0,1,1,1,mensual,efectivo,movil,centro,0
26,12,96.646,1110.85,80.17,4,1,1,3,1,mensual,transferencia,cable,norte,1
62,11,38.387,289.66,69.2,3,0,0,1,3,mensual,transferencia,fibra,centro,1
67,55,92.2645,4436.73,96.52,2,1,0,8,1,anual,efectivo,fibra,norte,0
67,64,73.45049999999999,4201.87,136.97,2,1,0,2,2,mensual,debito,fibra,sur,1
21,56,50.1055,2342.44,183.33,2,0,1,4,1,mensual,transferencia,movil,oeste,1
20,63,98.16399999999999,5289.04,183.68,4,1,1,6,1,anual,efectivo,fibra,norte,1
25,70,71.50699999999999,4299.48,125.87,4,0,0,3,1,bianual,efectivo,fibra,sur,1
73,55,68.0915,3224.74,156.13,1,0,0,1,1,anual,efectivo,fibra,norte,0
46,27,100.73999999999998,2331.61,122.48,1,1,0,2,2,mensual,credito,cable,sur,1
75,69,101.752,5975.16,158.49,2,1,1,3,1,mensual,transferencia,fibra,norte,1
36,55,67.0565,3068.2,127.96,3,1,0,3,1,bianual,debito,cable,norte,0
38,51,72.5765,3086.93,118.33,4,1,0,2,1,mensual,debito,movil,norte,0
32,52,70.85149999999999,3046.51,86.21,2,1,0,1,1,anual,efectivo,fibra,sur,0
27,24,47.3225,937.05,146.73,4,1,1,1,3,bianual,credito,fibra,oeste,0
59,27,61.65149999999999,1631.42,192.93,2,0,0,6,1,mensual,credito,cable,sur,0
78,25,102.86749999999999,2311.69,164.57,1,1,0,2,1,mensual,transferencia,cable,centro,0
49,70,100.257,5851.55,134.39,4,1,0,2,2,bianual,transferencia,movil,norte,1
40,43,41.6875,1593.91,136.76,3,1,0,4,2,mensual,efectivo,ninguno,sur,1
61,46,61.341,2353.78,64.74,4,1,0,2,1,bianual,efectivo,fibra,sur,0
71,30,66.999,1747.11,144.71,3,0,0,4,1,anual,efectivo,fibra,centro,0
22,25,87.30799999999999,2011.23,166.79,3,1,1,1,1,anual,debito,fibra,oeste,1
50,69,29.313499999999998,1716.84,51.26,4,1,0,5,2,mensual,credito,fibra,norte,0
56,37,71.5415,2117.53,144.95,2,0,1,3,1,anual,efectivo,cable,oeste,1
24,21,94.484,1576.0,93.28,4,0,0,3,1,mensual,credito,cable,sur,0
21,1,98.16399999999999,50.0,71.16,3,0,1,4,2,bianual,credito,cable,oeste,0
24,49,102.05099999999999,4231.45,87.56,2,1,0,5,2,anual,credito,cable,sur,0
56,67,99.34849999999999,5847.17,83.19,1,0,1,2,2,bianual,debito,movil,norte,0
53,19,78.68299999999999,1300.77,144.02,2,0,0,2,1,bianual,debito,fibra,oeste,1
19,64,54.1765,3185.9,120.12,1,1,1,3,1,bianual,debito,cable,oeste,1
59,2,94.26549999999999,156.41,13.45,2,0,1,3,3,bianual,debito,fibra,centro,0
70,64,76.58999999999999,4424.94,160.5,3,0,1,5,1,bianual,efectivo,movil,centro,0
36,5,109.68699999999998,420.82,27.21,2,1,1,3,2,mensual,efectivo,cable,centro,0
40,24,97.382,2333.62,203.57,4,1,1,2,3,anual,debito,cable,centro,0
76,35,52.12949999999999,1567.25,181.53,4,1,0,1,1,anual,debito,cable,centro,0
19,70,62.7555,3834.79,79.04,1,1,0,2,2,mensual,credito,movil,sur,0
56,63,45.5745,2644.08,141.06,1,0,1,2,1,mensual,efectivo,cable,norte,0
27,45,85.767,3588.39,116.47,4,1,0,3,1,bianual,efectivo,movil,oeste,0
40,54,80.12049999999999,3813.06,88.34,3,1,0,2,1,bianual,credito,movil,norte,1
18,15,66.2515,823.89,132.91,2,0,1,2,2,anual,transferencia,cable,oeste,0
34,19,78.6485,1312.63,93.47,1,1,1,2,1,mensual,credito,fibra,centro,1
18,28,124.99349999999998,3062.02,86.53,4,1,0,1,2,mensual,debito,movil,centro,0
18,37,69.0805,2247.82,101.76,2,1,0,5,1,mensual,debito,ninguno,oeste,1
69,72,57.49999999999999,3570.56,110.44,2,0,0,2,3,mensual,efectivo,movil,sur,1
41,63,95.34649999999999,5026.75,80.83,4,1,1,2,1,mensual,debito,fibra,centro,0
55,41,54.1995,1828.17,98.87,2,0,1,2,1,anual,transferencia,movil,centro,0
56,48,96.96799999999999,4074.37,83.67,4,0,1,3,1,anual,debito,cable,centro,0
58,41,62.15749999999999,2118.96,178.42,1,1,1,1,1,mensual,efectivo,fibra,centro,1
78,21,80.68399999999998,1277.47,171.02,3,0,1,3,1,mensual,credito,fibra,norte,1
36,22,86.0085,1494.33,92.92,2,0,0,5,1,anual,credito,cable,oeste,1
57,37,69.9545,2312.32,146.15,3,1,1,4,1,mensual,debito,ninguno,sur,0
33,53,120.26699999999998,5655.15,113.78,2,1,1,3,1,bianual,credito,cable,oeste,1
38,46,59.730999999999995,2269.41,139.93,4,1,0,2,2,mensual,efectivo,fibra,centro,0
71,25,85.36449999999999,1967.63,53.07,1,0,1,2,1,mensual,transferencia,cable,sur,0
78,8,62.169,512.26,140.53,2,1,1,2,1,mensual,debito,fibra,norte,1
59,35,36.731,1253.6,219.56,4,0,0,3,2,mensual,debito,fibra,centro,1
41,10,64.722,432.0,67.86,4,0,1,1,1,mensual,debito,fibra,oeste,1
56,15,91.22949999999999,1047.45,118.29,4,0,1,5,1,anual,credito,fibra,oeste,1
35,32,53.635999999999996,1559.13,257.78,4,1,1,4,1,mensual,debito,cable,oeste,1
30,14,36.2825,470.84,79.22,4,1,1,2,3,anual,transferencia,cable,sur,1
21,24,96.807,1971.28,118.08,2,0,1,2,1,bianual,debito,fibra,norte,1
77,8,88.481,495.46,104.14,2,0,1,3,2,mensual,credito,cable,centro,1
62,6,67.0795,406.4,133.4,3,0,0,5,1,mensual,credito,cable,centro,0
25,54,67.137,3337.61,114.97,3,1,1,3,2,mensual,transferencia,fibra,oeste,0
52,29,79.38449999999999,2075.69,70.14,2,1,0,4,1,anual,efectivo,movil,sur,0
60,68,81.0405,4637.14,80.3,3,1,0,3,1,anual,credito,cable,norte,0
65,19,87.39999999999999,1491.4,161.57,2,0,1,2,1,bianual,credito,fibra,sur,1
58,60,68.29849999999999,3620.13,157.78,2,1,1,3,2,mensual,credito,cable,norte,1
57,13,72.7375,1037.51,98.25,2,1,1,2,2,anual,credito,cable,centro,0
54,58,95.9905,4988.18,227.41,3,1,1,1,1,anual,efectivo,cable,centro,1
73,71,71.8175,4392.12,79.74,4,1,0,2,3,mensual,debito,ninguno,centro,0
28,34,125.38449999999999,3732.07,86.51,2,1,0,1,1,mensual,transferencia,cable,norte,1
58,44,58.512,2111.1,126.4,4,1,1,3,1,mensual,transferencia,fibra,oeste,1
60,47,106.3865,4249.69,163.81,4,1,0,3,2,mensual,debito,movil,oeste,1
40,10,83.2945,637.85,125.03,3,1,1,5,3,bianual,debito,fibra,sur,0
76,65,98.25599999999999,5743.97,56.78,1,1,1,2,1,mensual,credito,movil,sur,0
71,10,73.28949999999999,715.03,127.09,2,1,0,2,1,mensual,credito,movil,centro,1
58,23,98.89999999999999,1952.87,130.82,2,1,0,1,1,mensual,transferencia,fibra,norte,1
19,52,95.1625,4292.18,122.08,1,1,1,4,3,mensual,transferencia,ninguno,centro,0
19,61,71.5645,3896.72,74.98,2,1,1,4,3,mensual,credito,cable,centro,0
41,3,51.312999999999995,188.85,156.0,2,0,1,3,2,mensual,debito,movil,norte,0
47,70,104.2705,6494.78,67.49,4,1,1,4,1,anual,credito,cable,sur,1
75,11,72.28899999999999,723.97,115.96,3,1,0,5,1,mensual,debito,fibra,sur,0
42,9,21.804,105.67,117.37,2,0,1,2,1,bianual,debito,fibra,sur,0
71,67,46.55199999999999,2673.75,26.09,1,0,0,1,2,anual,debito,cable,norte,1
30,26,75.60099999999998,1693.53,53.44,1,0,0,4,3,anual,transferencia,fibra,centro,1
53,72,65.6995,4086.1,48.68,3,1,0,3,1,mensual,credito,fibra,oeste,1
56,4,50.57699999999999,337.8,99.28,3,1,0,3,1,bianual,debito,fibra,centro,0
38,58,98.18699999999998,5011.91,140.86,4,1,1,2,1,anual,efectivo,cable,centro,0
24,48,106.20249999999999,4496.0,63.36,4,1,1,3,1,anual,efectivo,movil,oeste,0
59,16,94.9095,1351.84,117.6,2,0,1,4,1,mensual,credito,cable,oeste,1
73,71,125.419,7908.39,99.63,1,0,0,1,1,mensual,credito,cable,centro,0
63,11,105.51249999999999,1034.69,52.09,1,0,1,1,2,bianual,debito,fibra,norte,1
64,14,63.894,892.96,100.29,4,1,1,3,3,mensual,debito,fibra,norte,0
23,40,78.28049999999999,2730.28,138.13,3,1,0,2,3,mensual,debito,movil,norte,0
78,37,67.942,2127.66,117.08,1,1,1,2,2,anual,debito,fibra,norte,0
19,38,73.84149999999998,2577.84,196.33,2,0,1,2,1,mensual,debito,fibra,norte,0
75,24,96.62299999999999,1926.03,86.58,3,1,0,3,1,mensual,transferencia,cable,sur,1
50,71,96.9335,6127.65,191.25,2,1,1,2,1,anual,credito,fibra,oeste,0
35,4,113.689,489.93,118.98,4,1,1,5,1,bianual,debito,cable,oeste,0
55,62,42.4235,2135.23,105.37,2,0,1,3,1,bianual,credito,fibra,norte,1
44,40,68.954,2440.0,73.16,3,1,1,1,2,bianual,credito,movil,norte,0
73,23,69.82799999999999,1338.19,146.9,3,0,0,2,1,anual,credito,cable,sur,1
55,5,102.948,391.37,5.0,3,1,1,3,3,mensual,efectivo,movil,sur,0
26,48,50.2205,2136.15,54.99,4,0,0,3,2,bianual,debito,fibra,centro,0
63,56,82.616,4134.7,156.87,1,0,1,3,1,mensual,transferencia,fibra,centro,1
42,12,69.322,656.74,158.01,3,0,0,1,1,bianual,debito,cable,norte,0
58,18,77.90099999999998,1076.9,89.51,1,1,1,3,1,mensual,credito,fibra,centro,0
26,20,57.695499999999996,847.01,121.14,1,0,1,4,1,anual,credito,fibra,sur,0
44,2,84.90449999999998,50.0,125.74,2,0,0,4,3,mensual,efectivo,cable,norte,1
27,71,68.05699999999999,4339.36,175.32,2,1,1,2,1,mensual,transferencia,fibra,norte,0
25,22,102.78699999999999,2035.4,142.53,3,1,1,1,3,anual,debito,fibra,centro,0
74,32,37.9845,1075.53,93.08,2,0,1,3,2,mensual,debito,cable,norte,0
46,7,42.526999999999994,194.52,129.42,2,0,0,2,1,mensual,transferencia,fibra,centro,1
27,58,86.98599999999999,4375.42,108.15,2,1,0,2,1,anual,transferencia,cable,norte,0
41,31,105.48949999999999,2692.4,138.43,3,1,0,4,2,anual,debito,fibra,centro,0
42,7,56.2925,245.27,96.48,2,1,1,2,1,mensual,debito,movil,oeste,1
34,72,104.64999999999999,6442.51,20.06,1,1,0,3,1,mensual,transferencia,ninguno,centro,0
70,34,107.157,3064.23,166.58,1,1,1,1,1,mensual,debito,fibra,norte,0
78,6,75.09499999999998,153.1,137.74,1,1,1,1,3,mensual,debito,cable,sur,1
64,61,40.687,2182.79,218.56,1,1,0,2,1,mensual,efectivo,fibra,oeste,0
27,58,96.807,4804.47,163.22,4,1,0,3,1,anual,credito,ninguno,centro,0
26,72,79.971,4993.31,159.32,2,1,1,3,2,anual,debito,fibra,centro,1
58,52,68.954,2874.32,117.98,4,1,1,1,2,mensual,credito,cable,oeste,1
50,3,76.107,141.27,239.47,4,1,0,2,2,mensual,credito,movil,centro,1
30,28,96.439,2380.51,127.9,4,0,1,4,2,mensual,efectivo,cable,sur,0
45,27,69.89699999999999,1633.31,70.21,2,0,1,5,2,mensual,transferencia,fibra,oeste,0
66,44,87.3425,3339.48,134.94,3,1,0,2,1,anual,credito,fibra,norte,0
46,20,83.9845,1325.42,102.94,3,0,1,1,2,bianual,debito,cable,centro,1
31,69,69.7935,4240.97,142.37,1,1,1,4,1,mensual,credito,cable,sur,1
18,46,112.8265,4779.72,170.53,1,1,0,1,2,mensual,efectivo,movil,centro,0
46,32,108.75549999999998,2788.31,206.39,1,0,1,1,2,anual,debito,fibra,norte,0
61,2,60.915499999999994,141.82,196.8,4,1,0,2,2,mensual,credito,fibra,oeste,1
43,37,79.327,2540.97,98.9,1,1,0,3,1,anual,debito,fibra,centro,0
57,5,86.47999999999999,307.38,81.13,2,1,1,4,1,mensual,transferencia,movil,norte,0
38,15,100.86649999999999,1394.21,174.14,3,1,0,2,1,mensual,credito,cable,oeste,1
32,4,83.77749999999999,236.62,130.14,4,1,1,2,2,mensual,credito,fibra,oeste,1
68,9,59.10999999999999,385.99,86.78,3,0,0,4,2,mensual,efectivo,ninguno,sur,0
19,31,55.98199999999999,1457.3,114.43,4,1,0,1,1,mensual,credito,movil,oeste,0
23,54,90.87299999999999,4298.21,169.3,3,1,0,6,1,anual,credito,fibra,oeste,0
28,16,78.3955,943.16,127.48,2,1,0,2,1,bianual,debito,cable,norte,0
63,30,97.23249999999999,2312.04,111.72,2,1,0,6,1,anual,debito,cable,centro,0
22,63,52.5205,2776.35,77.3,4,1,1,6,1,bianual,debito,cable,norte,0
20,25,42.227999999999994,846.9,111.81,2,1,0,6,3,mensual,efectivo,cable,sur,0
65,3,78.09649999999999,174.7,114.84,3,1,1,2,1,bianual,credito,fibra,centro,1
61,31,58.454499999999996,1619.46,175.71,4,1,0,2,2,mensual,transferencia,cable,oeste,1
49,72,60.37499999999999,3695.83,136.66,1,1,0,4,1,bianual,credito,movil,norte,0
53,5,78.9935,425.95,217.66,3,1,0,3,2,mensual,credito,fibra,centro,0
45,63,90.3785,4835.4,217.82,3,1,1,4,3,bianual,transferencia,cable,norte,0
70,15,82.708,824.35,104.3,3,0,1,1,1,mensual,credito,fibra,centro,0
64,47,99.50949999999999,4208.2,195.08,3,1,0,1,3,mensual,efectivo,ninguno,centro,1
46,26,98.7965,2053.92,149.95,1,1,1,6,2,mensual,credito,fibra,centro,0
49,66,98.1755,5604.06,130.44,4,1,0,2,1,mensual,credito,fibra,sur,1
58,5,57.71849999999999,313.1,146.14,3,0,0,2,1,anual,efectivo,fibra,centro,0
47,42,88.987,3452.2,176.53,3,0,0,1,2,mensual,debito,fibra,sur,0
18,67,87.1125,4804.17,222.71,1,1,1,2,1,bianual,credito,movil,centro,0
34,20,100.326,1532.29,100.19,3,0,0,4,3,anual,debito,movil,sur,0
36,53,36.616,1531.23,40.14,1,1,1,2,3,mensual,efectivo,ninguno,norte,0
27,6,54.912499999999994,150.28,70.8,1,1,1,3,1,mensual,credito,ninguno,sur,0
67,11,88.389,867.2,144.03,2,0,0,2,2,mensual,debito,cable,centro,1
54,36,84.47899999999998,2693.25,85.55,3,1,1,2,1,mensual,debito,fibra,norte,0
18,3,54.946999999999996,50.0,140.7,1,0,0,3,2,anual,debito,movil,norte,0
38,8,93.2075,645.43,31.99,3,0,1,3,2,mensual,debito,fibra,norte,0
25,19,75.11799999999998,1124.27,160.74,4,0,1,1,1,bianual,debito,cable,sur,0
69,34,111.205,3267.25,66.98,3,0,0,1,1,bianual,debito,movil,oeste,1
40,4,98.55499999999999,400.84,179.14,4,1,1,2,1,mensual,debito,cable,centro,0
58,31,78.4185,2007.57,34.84,4,1,1,6,3,anual,credito,fibra,centro,0
75,53,87.39999999999999,3813.18,228.67,2,1,1,6,1,mensual,debito,cable,norte,0
69,30,97.68099999999998,2586.06,91.0,1,1,0,5,3,anual,debito,fibra,centro,1
29,38,89.81499999999998,2949.17,171.32,2,1,1,2,1,anual,credito,fibra,sur,0
65,45,69.9315,2812.41,99.0,4,1,1,6,2,bianual,efectivo,cable,centro,1
20,10,43.527499999999996,395.5,144.91,3,0,0,5,1,bianual,credito,movil,sur,1
45,11,115.0115,1075.01,151.11,4,0,1,1,1,mensual,debito,movil,norte,0
61,23,67.8385,1355.72,46.68,4,1,1,3,1,mensual,debito,movil,norte,0
68,63,104.1785,5804.51,129.95,3,1,1,2,2,mensual,transferencia,fibra,norte,1
27,71,52.290499999999994,3285.7,118.51,1,1,0,1,1,mensual,credito,fibra,sur,0
42,11,89.5505,971.45,72.56,2,1,1,2,1,anual,efectivo,movil,norte,0
55,59,62.053999999999995,3176.49,129.54,3,0,0,3,2,mensual,credito,fibra,oeste,1
37,51,83.076,3895.25,127.85,4,0,1,3,3,mensual,debito,fibra,centro,1
37,46,96.54249999999999,3825.49,147.29,2,1,1,3,2,bianual,transferencia,cable,centro,0
37,51,64.998,2995.96,92.67,3,0,1,3,1,bianual,debito,fibra,norte,0
63,45,65.51549999999999,2484.46,38.79,1,0,0,1,2,mensual,credito,cable,centro,1
72,44,99.3945,4018.5,65.26,1,1,0,3,2,anual,debito,cable,sur,0
63,46,99.41749999999999,3708.15,87.34,3,0,1,3,1,bianual,debito,ninguno,norte,1
21,7,100.9585,735.2,97.64,3,0,0,7,1,mensual,debito,cable,sur,0
56,58,112.65399999999998,5682.87,138.32,4,0,0,1,2,mensual,debito,cable,centro,1
18,56,82.74249999999999,3924.3,175.15,3,1,0,3,4,anual,transferencia,fibra,centro,1
59,12,59.385999999999996,717.62,129.6,2,0,1,3,1,anual,debito,movil,centro,1
22,48,61.1915,2650.39,50.68,3,1,1,1,1,mensual,transferencia,movil,oeste,1
78,2,110.14699999999999,189.23,24.9,2,1,0,2,1,mensual,credito,fibra,oeste,0
